OccurrenceID	TaxonID	Event ID	Institution Code	Collection Code	Catalog Number	Sex	LifeStage	Reproductive Condition	Behavior	Establishment Means	Remarks	Count of Individuals	Preparations	FieldNotes	Sampling Protocol	Sampling Effort	Recorded By	Identified By	Date Identified	Event Date	Modified Date	Locality	Decimal Latitude	Decimal Longitude	Verbatim Latitude	Verbatim Longitude	Verbatim Elevation
984	Anacardium giganteum																					South America (tropical)					
985	Anacardium giganteum																					South America (tropical)					
986	Anacardium giganteum																					South America (tropical)					
987	Anacardium giganteum																					South America (tropical)					
988	Anacardium giganteum																					South America (tropical)					
989	Anacardium occidentale																					South America (extratropical)					
990	Anacardium occidentale																					Central America (tropical)					
991	Anacardium occidentale																					South America (tropical)					
992	Anacardium occidentale																					South America (tropical)					
993	Anacardium occidentale																					Africa (tropical)					
994	Anacardium occidentale																					South-East Asia (tropical)					
995	Anacardium parvifolium																					South America (tropical)					
996	Anacardium parvifolium																					South America (tropical)					
997	Anacardium parvifolium																					South America (tropical)					
998	Anacardium spruceanum																					South America (tropical)					
999	Anacardium spruceanum																					South America (tropical)					
1000	Anacardium spruceanum																					South America (tropical)					
1001	Anacardium spruceanum																					South America (tropical)					
1002	Anacardium spruceanum																					South America (tropical)					
1003	Anacardium spruceanum																					South America (tropical)					
1004	Anacardium tenuifolium																					South America (tropical)					
1005	Anadenanthera colubrina																					South America (tropical)					
1006	Anadenanthera colubrina																					South America (tropical)					
1007	Anadenanthera colubrina																					South America (extratropical)					
1008	Anadenanthera colubrina																					South America (extratropical)					
1009	Anadenanthera colubrina																					South America (extratropical)					
1010	Anadenanthera colubrina																					South America (tropical)					
1011	Anadenanthera colubrina																					South America (tropical)					
1012	Anadenanthera peregrina																					South America (extratropical)					
1013	Anadenanthera peregrina																					South America (tropical)					
1014	Anadenanthera peregrina																					South America (tropical)					
1015	Anaxagorea crassipetala																					Central America (tropical)					
1016	Anaxagorea dolichocarpa																					South America (tropical)					
1017	Andira anthelmia																					South America (extratropical)					
1018	Andira anthelmia																					South America (extratropical)					
1019	Andira coriacea																					South America (tropical)					
1020	Andira coriacea																					South America (tropical)					
1021	Andira coriacea																					South America (tropical)					
1022	Andira coriacea																					South America (tropical)					
1023	Andira coriacea																					South America (tropical)					
1024	Andira fraxinifolia																					South America (extratropical)					
1026	Andira inermis																					South America (tropical)					
1027	Andira inermis																					South America (tropical)					
1028	Andira inermis																					South America (tropical)					
1029	Andira inermis																					Central America (tropical)					
1030	Andira inermis																					South America (tropical)					
1031	Andira inermis																					Central America (tropical)					
1032	Andira inermis																					Africa (tropical)					
1033	Andira inermis																					Africa (tropical)					
1034	Andira micrantha																					South America (tropical)					
1035	Andira parviflora																					South America (tropical)					
1036	Andira parviflora																					South America (tropical)					
1037	Andira parviflora																					South America (tropical)					
1038	Andira parviflora																					South America (tropical)					
1039	Andira surinamensis																					South America (tropical)					
1040	Andira surinamensis																					South America (tropical)					
1041	Andira surinamensis																					South America (tropical)					
1042	Andira surinamensis																					South America (tropical)					
1043	Andira unifoliolata																					South America (tropical)					
1044	Androstachys johnsonii																					Africa (extratropical)					
1045	Androstachys johnsonii																					Africa (extratropical)					
1046	Androstachys johnsonii																					Africa (extratropical)					
1047	Angophora bakeri																					Australia					
1048	Angophora costata																					Australia/PNG (tropical)					
1049	Angophora costata																					Australia					
1050	Angophora costata																					Australia/PNG (tropical)					
1051	Angophora floribunda																					Australia					
1052	Angophora floribunda																					Australia/PNG (tropical)					
1053	Angophora floribunda																					Australia/PNG (tropical)					
1054	Angophora subvelutina																					Australia/PNG (tropical)					
1055	Angophora woodsiana																					Australia/PNG (tropical)					
1056	Angophora woodsiana																					Australia/PNG (tropical)					
1057	Aniba affinis																					South America (tropical)					
1058	Aniba amazonica																					South America (tropical)					
1059	Aniba burchellii																					South America (tropical)					
1060	Aniba canelilla																					South America (tropical)					
1061	Aniba canelilla																					South America (tropical)					
1062	Aniba canelilla																					South America (tropical)					
1063	Aniba canelilla																					South America (tropical)					
1064	Aniba canelilla																					South America (tropical)					
1065	Aniba canelilla																					South America (tropical)					
1066	Aniba canelilla																					South America (tropical)					
1067	Aniba cylindriflora																					South America (tropical)					
1068	Aniba cylindriflora																					South America (tropical)					
1069	Aniba excelsa																					South America (tropical)					
1070	Aniba firmula																					South America (extratropical)					
1071	Aniba guianensis																					South America (tropical)					
1072	Aniba hostmanniana																					South America (tropical)					
1073	Aniba hostmanniana																					South America (tropical)					
1074	Aniba hostmanniana																					South America (tropical)					
1075	Aniba hypoglauca																					South America (tropical)					
1078	Aniba panurensis																					South America (tropical)					
1079	Aniba panurensis																					South America (tropical)					
1080	Aniba panurensis																					South America (tropical)					
1081	Aniba parviflora																					South America (tropical)					
1082	Aniba perutilis																					South America (tropical)					
1083	Aniba puchury-minor																					South America (tropical)					
1084	Aniba puchury-minor																					South America (tropical)					
1085	Aniba puchury-minor																					South America (tropical)					
1086	Aniba riparia																					South America (tropical)					
1087	Aniba riparia																					South America (tropical)					
1088	Aniba rosaeodora																					South America (extratropical)					
1089	Aniba rosaeodora																					South America (tropical)					
1090	Aniba rosaeodora																					South America (tropical)					
1091	Aniba rosaeodora																					South America (tropical)					
1092	Aniba rosaeodora																					South America (tropical)					
1093	Aniba rosaeodora																					South America (tropical)					
1094	Aniba rosaeodora																					South America (tropical)					
1095	Aniba terminalis																					South America (tropical)					
1096	Aniba williamsii																					South America (tropical)					
1097	Aniba williamsii																					South America (tropical)					
1098	Anisophyllea apetala																					South-East Asia (tropical)					
1099	Anisophyllea apetala																					South-East Asia (tropical)					
1100	Anisophyllea beccariana																					South-East Asia (tropical)					
1101	Anisophyllea disticha																					South-East Asia (tropical)					
1102	Anisophyllea grandis																					South-East Asia (tropical)					
1103	Anisophyllea laurina																					Africa (tropical)					
1104	Anisophyllea laurina																					Africa (tropical)					
1105	Anisophyllea manausensis																					South America (tropical)					
1106	Anisophyllea obtusifolia																					Africa (tropical)					
1107	Anisoptera aurea																					South-East Asia (tropical)					
1108	Anisoptera aurea																					South-East Asia (tropical)					
1109	Anisoptera costata																					South-East Asia (tropical)					
1110	Anisoptera costata																					South-East Asia (tropical)					
1111	Anisoptera costata																					South-East Asia (tropical)					
1112	Anisoptera curtisii																					South-East Asia (tropical)					
1113	Anisoptera curtisii																					South-East Asia (tropical)					
1114	Anisoptera grossivenia																					South-East Asia (tropical)					
1115	Anisoptera grossivenia																					South-East Asia (tropical)					
1116	Anisoptera laevis																					South-East Asia (tropical)					
1117	Anisoptera laevis																					South-East Asia (tropical)					
1118	Anisoptera laevis																					South-East Asia (tropical)					
1119	Anisoptera marginata																					South-East Asia (tropical)					
1120	Anisoptera marginata																					South-East Asia (tropical)					
1121	Anisoptera marginata																					South-East Asia (tropical)					
1122	Anisoptera megistocarpa																					South-East Asia (tropical)					
1123	Anisoptera megistocarpa																					South-East Asia (tropical)					
1124	Anisoptera oblonga																					South-East Asia (tropical)					
1125	Anisoptera polyandra																					Australia/PNG (tropical)					
1126	Anisoptera scaphula																					South-East Asia (tropical)					
1127	Anisoptera thurifera																					South-East Asia (tropical)					
1128	Anneslea crassipes																					South-East Asia (tropical)					
1129	Anneslea fragrans																					China					
1130	Anneslea fragrans																					China					
1131	Anneslea fragrans																					South-East Asia (tropical)					
1132	Annickia chlorantha																					Africa (tropical)					
1133	Annickia chlorantha																					Africa (tropical)					
1134	Annickia chlorantha																					Africa (tropical)					
1135	Annickia chlorantha																					Africa (tropical)					
1136	Annickia chlorantha																					Africa (tropical)					
1137	Annickia chlorantha																					Africa (tropical)					
1138	Annickia chlorantha																					Africa (tropical)					
1139	Annickia polycarpa																					Africa (tropical)					
1140	Annickia polycarpa																					South-East Asia (tropical)					
1141	Annona crassiflora																					South America (extratropical)					
1142	Annona foetida																					South America (tropical)					
1143	Annona fraxinifolium																					Central America (tropical)					
1144	Annona glabra																					Central America (tropical)					
1145	Annona hypoglauca																					South America (tropical)					
1146	Annona hypoglauca																					South America (tropical)					
1147	Annona muricata																					Central America (tropical)					
1148	Annona muricata																					South America (tropical)					
1149	Annona reticulata																					Central America (tropical)					
1150	Annona spraguei																					Central America (tropical)					
1151	Annona squamosa																					South-East Asia (tropical)					
1152	Annona squamosa																					India					
1153	Annona squamosa																					South-East Asia (tropical)					
1154	Anodopetalum biglandulosum																					Australia					
1155	Anogeissus acuminata																					India					
1156	Anogeissus latifolia																					South-East Asia (tropical)					
1157	Anogeissus latifolia																					South-East Asia (tropical)					
1158	Anogeissus leiocarpa																					South-East Asia					
1159	Anogeissus pendula																					India					
1160	Anogeissus phillyreaefolia																					South-East Asia (tropical)					
1161	Anogeissus sericea																					India					
1162	Anomospermum grandifolium																					South America (tropical)					
1163	Anonidium mannii																					Africa (tropical)					
1164	Anonidium mannii																					Africa (tropical)					
1165	Anopyxis klaineana																					Africa (tropical)					
1166	Anopyxis klaineana																					Africa (tropical)					
1167	Anopyxis klaineana																					Africa (tropical)					
1168	Anopyxis klaineana																					Africa (tropical)					
1169	Anopyxis klaineana																					Africa (tropical)					
1170	Anopyxis klaineana																					Africa (tropical)					
1171	Anopyxis klaineana																					Africa (tropical)					
1172	Anopyxis klaineana																					Africa (tropical)					
1173	Anopyxis klaineana																					Africa (tropical)					
1174	Anopyxis klaineana																					Africa (tropical)					
1175	Anopyxis klaineana																					Africa (tropical)					
1176	Anthocarapa nitidula																					Australia/PNG (tropical)					
1177	Anthocleista grandiflora																					Africa (tropical)					
1178	Anthocleista grandiflora																					Africa (extratropical)					
1180	Anthocleista nobilis																					Africa (tropical)					
1181	Anthocleista nobilis																					Africa (tropical)					
1182	Anthocleista nobilis																					Africa (tropical)					
1183	Anthodiscus amazonicus																					South America (tropical)					
1184	Anthodiscus amazonicus																					South America (tropical)					
1185	Anthodiscus gutierrezii																					South America (tropical)					
1186	Anthodiscus peruanus																					South America (tropical)					
1187	Anthodiscus pilosus																					South America (tropical)					
1188	Anthonotha fragrans																					Africa (tropical)					
1189	Anthonotha fragrans																					Africa (tropical)					
1190	Anthonotha macrophylla																					Africa (tropical)					
1191	Anthonotha macrophylla																					Africa (tropical)					
1192	Anthonotha macrophylla																					Africa (tropical)					
1193	Anthostema aubryanum																					Africa (tropical)					
1194	Anthostema madagascariense																					Madagascar					
1195	Anthostema madagascariense																					Madagascar					
1197	Antiaris toxicaria																					Africa (tropical)					
1198	Antiaris toxicaria																					Australia/PNG (tropical)					
1199	Antiaris toxicaria																					Africa (tropical)					
1200	Antiaris toxicaria																					Australia/PNG (tropical)					
1201	Antiaris toxicaria																					Africa (tropical)					
1202	Antiaris toxicaria																					Africa (tropical)					
1203	Antiaris toxicaria																					Africa (tropical)					
1204	Antiaris toxicaria																					Africa (tropical)					
1205	Antiaris toxicaria																					Africa (tropical)					
1206	Antiaris toxicaria																					Africa (tropical)					
1207	Antiaris toxicaria																					Africa (tropical)					
1208	Antiaris toxicaria																					Africa (tropical)					
1209	Antiaris toxicaria																					Africa (tropical)					
1210	Antiaris toxicaria																					Africa (tropical)					
1211	Antiaris toxicaria																					Africa (tropical)					
1212	Antiaris toxicaria																					Africa (tropical)					
1213	Antiaris toxicaria																					Africa (tropical)					
1214	Antiaris toxicaria																					Africa (tropical)					
1215	Antiaris toxicaria																					Africa (tropical)					
1216	Antidesma bunius																					Australia/PNG (tropical)					
1217	Antidesma bunius																					Australia/PNG (tropical)					
1218	Antidesma bunius																					South-East Asia (tropical)					
1219	Antidesma celebicum																					South-East Asia (tropical)					
1220	Antidesma coriaceum																					South-East Asia (tropical)					
1221	Antidesma cuspidatum																					South-East Asia (tropical)					
1222	Antidesma erostre																					Australia/PNG (tropical)					
1223	Antidesma ghaesembilla																					South-East Asia (tropical)					
1224	Antidesma ghaesembilla																					South-East Asia (tropical)					
1225	Antidesma montanum																					South-East Asia (tropical)					
1226	Antidesma pleuricum																					South-East Asia (tropical)					
1227	Antidesma subcordatum																					South-East Asia (tropical)					
1228	Antidesma tetrandum																					South-East Asia (tropical)					
1229	Antonia ovata																					South America (tropical)					
1230	Antonia ovata																					South America (tropical)					
1231	Antonia ovata																					South America (tropical)					
1232	Antrocaryon klaineanum																					Africa (tropical)					
1233	Antrocaryon klaineanum																					Africa (tropical)					
1234	Antrocaryon klaineanum																					Africa (tropical)					
1235	Antrocaryon klaineanum																					Africa (tropical)					
1236	Antrocaryon klaineanum																					Africa (tropical)					
1237	Antrocaryon micraster																					Africa (tropical)					
1238	Antrocaryon micraster																					Africa (tropical)					
1239	Antrocaryon micraster																					Africa (tropical)					
1240	Antrocaryon micraster																					Africa (tropical)					
1241	Antrocaryon micraster																					Africa (tropical)					
1242	Antrocaryon micraster																					Africa (tropical)					
1243	Antrocaryon nannanii																					Africa (tropical)					
1244	Antrocaryon nannanii																					Africa (tropical)					
1245	Aoranthe cladantha																					Africa (tropical)					
1246	Aoranthe cladantha																					Africa (tropical)					
1247	Aparisthmium cordatum																					South America (tropical)					
1248	Apeiba albiflora																					South America (tropical)					
1249	Apeiba albiflora																					Central America (tropical)					
1250	Apeiba albiflora																					South America (tropical)					
1251	Apeiba albiflora																					South America (tropical)					
1252	Apeiba albiflora																					South America (tropical)					
1253	Apeiba aspera																					South America (tropical)					
1254	Apeiba aspera																					Central America (tropical)					
1255	Apeiba aspera																					Central America (tropical)					
1256	Apeiba aspera																					South America (tropical)					
1257	Apeiba aspera																					South America (tropical)					
1258	Apeiba aspera																					South America (tropical)					
1259	Apeiba aspera																					South America (tropical)					
1260	Apeiba aspera																					South America (tropical)					
1261	Apeiba aspera																					South America (tropical)					
1262	Apeiba aspera																					Central America (tropical)					
1263	Apeiba aspera																					Central America (tropical)					
1264	Apeiba aspera																					South America (tropical)					
1265	Apeiba glabra																					South America (tropical)					
1267	Apeiba intermedia																					South America (tropical)					
1268	Apeiba tibourbou																					South America (tropical)					
1269	Aphanamixis cumingiana																					South-East Asia (tropical)					
1270	Aphanamixis perrottetiana																					South-East Asia (tropical)					
1271	Aphanamixis polystachya																					China					
1272	Aphanamixis polystachya																					China					
1273	Aphanamixis polystachya																					South-East Asia (tropical)					
1274	Aphanamixis polystachya																					South-East Asia (tropical)					
1275	Aphanamixis polystachya																					India					
1276	Aphanamixis polystachya																					South-East Asia (tropical)					
1277	Aphanamixis polystachya																					South-East Asia (tropical)					
1278	Aphanamixis polystachya																					China					
1279	Aphanamixis polystachya																					China					
1280	Aphanamixis polystachya																					South-East Asia (tropical)					
1281	Aphananthe aspera																					China					
1282	Aphananthe cuspidata																					South-East Asia (tropical)					
1283	Aphananthe philippinensis																					Australia/PNG (tropical)					
1284	Aphananthe philippinensis																					Australia/PNG (tropical)					
1285	Aphananthe philippinensis																					Australia/PNG (tropical)					
1286	Aphanocalyx heitzii																					Africa (tropical)					
1287	Aphanocalyx heitzii																					Africa (tropical)					
1288	Aphanocalyx heitzii																					Africa (tropical)					
1289	Aphanocalyx heitzii																					Africa (tropical)					
1290	Aphanocalyx heitzii																					Africa (tropical)					
1291	Aphanocalyx heitzii																					Africa (tropical)					
1292	Aphanocalyx heitzii																					Africa (tropical)					
1293	Aphanocalyx heitzii																					Africa (tropical)					
1294	Aphanocalyx heitzii																					Africa (tropical)					
1295	Aphanocalyx heitzii																					Africa (tropical)					
1296	Aphanocalyx heitzii																					Africa (tropical)					
1297	Aphanocalyx heitzii																					Africa (tropical)					
1298	Aphanocalyx heitzii																					Africa (tropical)					
1299	Aphanocalyx heitzii																					Africa (tropical)					
1300	Aphanocalyx heitzii																					Africa (tropical)					
1301	Aphanocalyx heitzii																					Africa (tropical)					
1302	Aphloia theiformis																					Africa (extratropical)					
1303	Aphloia theiformis																					Africa (extratropical)					
1304	Apodocephala pauciflora																					Madagascar					
1305	Apodytes brachystylis																					Australia/PNG (tropical)					
1306	Apodytes dimidiata																					Africa (tropical)					
1307	Apodytes dimidiata																					Africa (extratropical)					
1308	Apollonias velutina																					Madagascar					
1309	Apoplanesia cryptopetala																					South America (tropical)					
1310	Apoplanesia paniculata																					Mexico					
1311	Aporosa planchoniana																					South-East Asia (tropical)					
1312	Aporusa arborea																					South-East Asia (tropical)					
1313	Aporusa aurea																					South-East Asia (tropical)					
1314	Aporusa dioca																					South-East Asia (tropical)					
1315	Aporusa elmeri																					South-East Asia (tropical)					
1316	Aporusa falcifera																					South-East Asia (tropical)					
1317	Aporusa lagenocarpa																					South-East Asia (tropical)					
1318	Aporusa lucida																					South-East Asia (tropical)					
1319	Aporusa lunatum																					South-East Asia (tropical)					
1320	Aporusa lunatum																					South-East Asia (tropical)					
1321	Aporusa maingayi																					South-East Asia (tropical)					
1322	Aporusa microcalyx																					South-East Asia (tropical)					
1323	Aporusa microsphaera																					South-East Asia (tropical)					
1324	Aporusa microstachya																					South-East Asia (tropical)					
1325	Aporusa prainiana																					South-East Asia (tropical)					
1326	Aporusa prainiana																					South-East Asia (tropical)					
1327	Aporusa sphaeritophora																					South-East Asia (tropical)					
1328	Aporusa stellifera																					South-East Asia (tropical)					
1329	Aporusa symplocoides																					South-East Asia (tropical)					
1330	Aporusa symplocoides																					South-East Asia (tropical)					
1331	Aptandra tubicina																					South America (tropical)					
1332	Aptandra tubicina																					South America (tropical)					
1333	Apuleia ferrea																					South America (extratropical)					
1334	Apuleia leiocarpa																					South America (tropical)					
1335	Apuleia leiocarpa																					South America (tropical)					
1336	Apuleia leiocarpa																					South America (tropical)					
1337	Apuleia leiocarpa																					South America (tropical)					
1338	Apuleia leiocarpa																					South America (extratropical)					
1339	Apuleia leiocarpa																					South America (extratropical)					
1340	Apuleia leiocarpa																					South America (extratropical)					
1341	Apuleia leiocarpa																					South America (tropical)					
1342	Apuleia molaris																					South America (tropical)					
1343	Aquilaria agallocha																					South-East Asia (tropical)					
1344	Aquilaria malaccensis																					South-East Asia (tropical)					
1345	Aquilaria malaccensis																					South-East Asia (tropical)					
1346	Aquilaria sinensis																					China					
1347	Aquilaria sinensis																					China					
1348	Aquilaria sinensis																					China					
1349	Aquilaria sinensis																					China					
1350	Arachnothryx buddleioides																					Mexico					
1351	Arapatiella psilophylla																					South America (extratropical)					
1352	Araucaria angustifolia																					South America (tropical)					
1353	Araucaria angustifolia																					South America (extratropical)					
1354	Araucaria angustifolia																					South America (extratropical)					
1355	Araucaria araucana																					South America (tropical)					
1356	Araucaria araucana																					South America (extratropical)					
1357	Araucaria bidwillii																					Australia/PNG (tropical)					
1358	Araucaria bidwillii																					Australia/PNG (tropical)					
1359	Araucaria bidwillii																					Australia/PNG (tropical)					
1360	Araucaria bidwillii																					South-East Asia					
1361	Araucaria brasiliana																					South America (extratropical)					
1362	Araucaria brasiliana																					South America (extratropical)					
1363	Araucaria cunninghamii																					Australia/PNG (tropical)					
1364	Araucaria cunninghamii																					Australia/PNG (tropical)					
1365	Araucaria cunninghamii																					Australia/PNG (tropical)					
1366	Araucaria cunninghamii																					Australia/PNG (tropical)					
1367	Araucaria cunninghamii																					Australia/PNG (tropical)					
1368	Araucaria hunsteinii																					Australia/PNG (tropical)					
1370	Arbutus menziesii																					NorthAmerica					
1371	Arbutus pavarii																					Africa (extratropical)					
1372	Arbutus unedo																					South-East Asia					
1373	Archboldiodendron calosericeum																					South-East Asia (tropical)					
1374	Archeria traversii																					Oceania					
1375	Archidendron bubalinum																					South-East Asia (tropical)					
1376	Archidendron clypearia																					South-East Asia (tropical)					
1377	Archidendron clypearia																					South-East Asia (tropical)					
1378	Archidendron clypearia																					South-East Asia (tropical)					
1379	Archidendron ellipticum																					South-East Asia (tropical)					
1380	Archidendron grandiflorum																					Australia/PNG (tropical)					
1381	Archidendron grandiflorum																					Australia/PNG (tropical)					
1382	Archidendron grandiflorum																					Australia/PNG (tropical)					
1383	Archidendron havilandii																					South-East Asia (tropical)					
1384	Archidendron hendersonii																					Australia/PNG (tropical)					
1385	Archidendron jiringa																					South-East Asia (tropical)					
1386	Archidendron vaillantii																					Australia/PNG (tropical)					
1387	Archidendropsis basaltica																					Australia/PNG (tropical)					
1388	Archidendropsis basaltica																					Australia/PNG (tropical)					
1389	Archidendropsis basaltica																					Australia/PNG (tropical)					
1390	Archidendropsis thozetiana																					Australia/PNG (tropical)					
1391	Archidendropsis thozetiana																					Australia/PNG (tropical)					
1392	Archidendropsis xanthoxylon																					Australia/PNG (tropical)					
1393	Archidendropsis xanthoxylon																					Australia/PNG (tropical)					
1394	Archontophoenix alexandrae																					Australia/PNG (tropical)					
1395	Archontophoenix cunninghamiana																					Australia/PNG (tropical)					
1396	Archytaea vahlii																					South-East Asia (tropical)					
1397	Arctostaphylos tomentosa																					NorthAmerica					
1398	Ardisia barnesii																					South-East Asia (tropical)					
1399	Ardisia caudiferoides																					South-East Asia (tropical)					
1400	Ardisia densilepidotula																					China					
1401	Ardisia densilepidotula																					China					
1402	Ardisia densilepidotula																					China					
1403	Ardisia densilepidotula																					China					
1404	Ardisia guianensis																					South America (tropical)					
1405	Ardisia lanceolata																					South-East Asia (tropical)					
1406	Ardisia macrophylla																					South-East Asia (tropical)					
1407	Ardisia solanacea																					India					
1408	Argusia argentea																					South-East Asia (tropical)					
1409	Aristotelia serrata																					Oceania					
1410	Arthrophyllum diversifolium																					South-East Asia (tropical)					
1411	Arthrophyllum diversifolium																					South-East Asia (tropical)					
1412	Arthrophyllum lancifolium																					South-East Asia (tropical)					
1413	Arthrophyllum ovatum																					South-East Asia (tropical)					
1414	Artocarpus altilis																					South America (tropical)					
1415	Artocarpus altilis																					Central America (tropical)					
1416	Artocarpus altilis																					South America (tropical)					
1417	Artocarpus altilis																					South America (tropical)					
1418	Artocarpus altilis																					South-East Asia (tropical)					
1419	Artocarpus altilis																					Africa (tropical)					
1420	Artocarpus altissimus																					South-East Asia (tropical)					
1421	Artocarpus anisophyllus																					South-East Asia (tropical)					
1422	Artocarpus anisophyllus																					South-East Asia (tropical)					
1423	Artocarpus bracteatus																					South-East Asia (tropical)					
1424	Artocarpus chaplasha																					South-East Asia (tropical)					
1425	Artocarpus chaplasha																					India					
1426	Artocarpus dadak																					South-East Asia (tropical)					
1427	Artocarpus dadak																					South-East Asia (tropical)					
1428	Artocarpus elasticus																					South-East Asia (tropical)					
1429	Artocarpus elasticus																					South-East Asia (tropical)					
1430	Artocarpus elasticus																					South-East Asia (tropical)					
1431	Artocarpus fretissi																					South-East Asia (tropical)					
1432	Artocarpus glaucus																					South-East Asia (tropical)					
1433	Artocarpus gomezianus																					South-East Asia (tropical)					
1434	Artocarpus gomezianus																					South-East Asia (tropical)					
1435	Artocarpus heterophyllus																					South America (tropical)					
1436	Artocarpus heterophyllus																					China					
1437	Artocarpus heterophyllus																					South-East Asia (tropical)					
1438	Artocarpus heterophyllus																					South-East Asia (tropical)					
1439	Artocarpus heterophyllus																					China					
1440	Artocarpus heterophyllus																					South-East Asia (tropical)					
1441	Artocarpus hirsutus																					South-East Asia					
1442	Artocarpus hirsutus																					India					
1443	Artocarpus incisus																					South-East Asia (tropical)					
1445	Artocarpus integer																					South-East Asia (tropical)					
1446	Artocarpus integra																					South-East Asia (tropical)					
1447	Artocarpus integra																					South-East Asia (tropical)					
1448	Artocarpus kemando																					South-East Asia (tropical)					
1449	Artocarpus kemando																					South-East Asia (tropical)					
1450	Artocarpus kemando																					South-East Asia (tropical)					
1451	Artocarpus kemando																					South-East Asia (tropical)					
1452	Artocarpus lakoocha																					India					
1453	Artocarpus lanceaefolia																					South-East Asia (tropical)					
1454	Artocarpus lanceaefolia																					South-East Asia (tropical)					
1455	Artocarpus lowii																					South-East Asia (tropical)					
1456	Artocarpus lowii																					South-East Asia (tropical)					
1457	Artocarpus maingayi																					South-East Asia (tropical)					
1458	Artocarpus nitidus																					South-East Asia (tropical)					
1459	Artocarpus odoratissimus																					South-East Asia (tropical)					
1460	Artocarpus ovatus																					South-East Asia (tropical)					
1461	Artocarpus peduncularis																					South-East Asia (tropical)					
1462	Artocarpus reticulatus																					South-East Asia (tropical)					
1463	Artocarpus rigidus																					South-East Asia (tropical)					
1464	Artocarpus rigidus																					South-East Asia (tropical)					
1465	Artocarpus rigidus																					South-East Asia (tropical)					
1466	Artocarpus sampor																					South-East Asia (tropical)					
1467	Artocarpus scortechinii																					South-East Asia (tropical)					
1468	Artocarpus scortechinii																					South-East Asia (tropical)					
1469	Artocarpus styracifolius																					China					
1470	Artocarpus styracifolius																					China					
1471	Artocarpus styracifolius																					China					
1472	Artocarpus tamaran																					South-East Asia (tropical)					
1473	Artocarpus teysmannii																					South-East Asia (tropical)					
1474	Artocarpus tonkinensis																					China					
1475	Artocarpus tonkinensis																					China					
1476	Artocarpus tonkinensis																					South-East Asia (tropical)					
1477	Arytera divaricata																					Australia/PNG (tropical)					
1478	Arytera divaricata																					Australia/PNG (tropical)					
1479	Arytera littoralis																					South-East Asia (tropical)					
1480	Aspidosperma album																					South America (tropical)					
1481	Aspidosperma album																					South America (tropical)					
1482	Aspidosperma album																					South America (tropical)					
1483	Aspidosperma album																					South America (tropical)					
1484	Aspidosperma album																					South America (tropical)					
1485	Aspidosperma album																					South America (tropical)					
1486	Aspidosperma araracanga																					South America (tropical)					
1487	Aspidosperma australe																					South America (extratropical)					
1488	Aspidosperma australe																					South America (extratropical)					
1489	Aspidosperma australe																					South America (tropical)					
1490	Aspidosperma australe																					South America (tropical)					
1491	Aspidosperma australe																					South America (tropical)					
1492	Aspidosperma capitatum																					South America (tropical)					
1493	Aspidosperma curranii																					South America (tropical)					
1494	Aspidosperma cuspa																					South America (extratropical)					
1495	Aspidosperma cylindrocarpon																					South America (tropical)					
1496	Aspidosperma cylindrocarpon																					South America (tropical)					
1497	Aspidosperma cylindrocarpon																					South America (tropical)					
1498	Aspidosperma decussatum																					South America (tropical)					
1499	Aspidosperma desmanthum																					South America (tropical)					
1500	Aspidosperma desmanthum																					South America (tropical)					
1501	Aspidosperma discolor																					South America (tropical)					
1502	Aspidosperma excelsum																					South America (tropical)					
1505	Aspidosperma macrocarpon																					South America (extratropical)					
1506	Aspidosperma macrocarpon																					South America (tropical)					
1507	Aspidosperma macrocarpon																					South America (tropical)					
1508	Aspidosperma macrocarpon																					South America (tropical)					
1509	Aspidosperma marcgravianum																					South America (tropical)					
1510	Aspidosperma marcgravianum																					South America (tropical)					
1511	Aspidosperma marcgravianum																					South America (tropical)					
1512	Aspidosperma marcgravianum																					South America (tropical)					
1513	Aspidosperma megalocarpon																					South America (tropical)					
1514	Aspidosperma megalocarpon																					South America (tropical)					
1515	Aspidosperma megalocarpon																					South America (tropical)					
1516	Aspidosperma megalocarpon																					South America (tropical)					
1517	Aspidosperma megalocarpon																					Mexico					
1518	Aspidosperma megaphyllum																					South America (tropical)					
1519	Aspidosperma nitidum																					South America (tropical)					
1520	Aspidosperma nitidum																					South America (tropical)					
1521	Aspidosperma oblongum																					South America (tropical)					
1522	Aspidosperma oblongum																					South America (tropical)					
1523	Aspidosperma obscurinervium																					South America (tropical)					
1524	Aspidosperma parvifolium																					South America (extratropical)					
1525	Aspidosperma parvifolium																					South America (tropical)					
1526	Aspidosperma parvifolium																					South America (tropical)					
1527	Aspidosperma peroba																					South-East Asia					
1528	Aspidosperma polyneuron																					South America (tropical)					
1529	Aspidosperma polyneuron																					South America (tropical)					
1530	Aspidosperma polyneuron																					South America (extratropical)					
1531	Aspidosperma polyneuron																					South America (tropical)					
1532	Aspidosperma polyneuron																					South America (extratropical)					
1533	Aspidosperma polyneuron																					South America (tropical)					
1534	Aspidosperma polyneuron																					South America (extratropical)					
1535	Aspidosperma pyrifolium																					South America (extratropical)					
1536	Aspidosperma quebracho-blanco																					South America (tropical)					
1537	Aspidosperma quebracho-blanco																					South America (extratropical)					
1538	Aspidosperma quebracho-blanco																					South America (extratropical)					
1539	Aspidosperma quebracho-blanco																					South America (tropical)					
1540	Aspidosperma ramiflorum																					South America (extratropical)					
