OccurrenceID	TaxonID	Event ID	Institution Code	Collection Code	Catalog Number	Sex	LifeStage	Reproductive Condition	Behavior	Establishment Means	Remarks	Count of Individuals	Preparations	FieldNotes	Sampling Protocol	Sampling Effort	Recorded By	Identified By	Date Identified	Event Date	Modified Date	Locality	Decimal Latitude	Decimal Longitude	Verbatim Latitude	Verbatim Longitude	Verbatim Elevation
1	Abarema jupunba																					South America (tropical)					
2	Abarema jupunba																					South America (tropical)					
3	Abarema jupunba																					South America (tropical)					
4	Abarema jupunba																					South America (tropical)					
5	Abarema jupunba																					South America (tropical)					
6	Abarema jupunba																					South America (tropical)					
7	Abarema jupunba																					South America (tropical)					
8	Abarema macradenia																					Central America (tropical)					
9	Abies alba																					Europe					
10	Abies amabilis																					NorthAmerica					
11	Abies arizonica																					NorthAmerica					
12	Abies balsamea																					NorthAmerica					
13	Abies concolor																					NorthAmerica					
14	Abies delavayi																					China					
15	Abies ernestii																					China					
16	Abies fabri																					China					
17	Abies fargesii																					China					
18	Abies faxoniana																					China					
19	Abies forrestii																					China					
20	Abies georgei																					China					
21	Abies georgei																					China					
22	Abies grandis																					NorthAmerica					
23	Abies guatemalensis																					Central America (tropical)					
24	Abies holophylla																					China					
25	Abies lasiocarpa																					NorthAmerica					
26	Abies magnifica																					NorthAmerica					
27	Abies nephrolepis																					China					
28	Abies nephrolepis																					China					
29	Abies pindrow																					India					
30	Abies pinsapo																					Europe					
31	Abies procera																					NorthAmerica					
32	Abies religiosa																					Mexico					
33	Abuta rufescens																					South America (tropical)					
34	Acacia acradenia																					Australia					
35	Acacia acuminata																					Australia					
36	Acacia acuminata																					Australia					
37	Acacia adsurgens																					Australia					
38	Acacia albicorticata																					South America (tropical)					
39	Acacia alleniana																					Australia/PNG (tropical)					
40	Acacia ampliceps																					Australia					
41	Acacia amythethophylla																					Africa (extratropical)					
42	Acacia aneura																					Australia/PNG (tropical)					
43	Acacia aneura																					Australia					
44	Acacia aneura																					Australia					
45	Acacia aneura																					Australia/PNG (tropical)					
46	Acacia aneura																					Australia					
47	Acacia aneura																					Australia					
48	Acacia aneura																					Australia					
49	Acacia aneura																					Australia					
50	Acacia aneura																					Australia					
51	Acacia angustissima																					Mexico					
52	Acacia arabica																					India					
53	Acacia aroma																					South America (extratropical)					
54	Acacia atkinsiana																					Australia					
55	Acacia aulacocarpa																					Australia/PNG (tropical)					
56	Acacia aulacocarpa																					Australia/PNG (tropical)					
57	Acacia aulacocarpa																					Australia/PNG (tropical)					
58	Acacia aulacocarpa																					Australia/PNG (tropical)					
59	Acacia aulacocarpa																					Australia					
60	Acacia aulacocarpa																					Australia/PNG (tropical)					
61	Acacia auriculiformis																					Australia					
62	Acacia bakeri																					Australia/PNG (tropical)					
63	Acacia bidwillii																					Australia/PNG (tropical)					
64	Acacia bivenosa																					Australia					
65	Acacia bivenosa																					Australia					
66	Acacia brachystachya																					Australia					
67	Acacia brachystachya																					Australia					
68	Acacia cambagei																					Australia/PNG (tropical)					
69	Acacia cambagei																					Australia/PNG (tropical)					
70	Acacia cambagei																					Australia/PNG (tropical)					
71	Acacia cambagei																					Australia/PNG (tropical)					
72	Acacia cambagei																					Australia/PNG (tropical)					
73	Acacia catechu																					South-East Asia (tropical)					
74	Acacia caven																					South America (extratropical)					
75	Acacia caven																					South America (tropical)					
76	Acacia chisholmii																					Australia/PNG (tropical)					
77	Acacia chisholmii																					Australia/PNG (tropical)					
78	Acacia chundra																					India					
79	Acacia citrinoviridis																					Australia					
80	Acacia citrinoviridis																					Australia					
81	Acacia cochliacantha																					Mexico					
82	Acacia colei																					Australia					
83	Acacia colei																					Australia					
84	Acacia collinsii																					Central America (tropical)					
85	Acacia concurrens																					Australia/PNG (tropical)					
86	Acacia confusa																					China					
87	Acacia confusa																					China					
88	Acacia confusa																					China					
89	Acacia confusa																					China					
90	Acacia coriacea																					Australia					
91	Acacia coriacea																					Australia/PNG (tropical)					
92	Acacia craspedocarpa																					Australia					
93	Acacia crassicarpa																					Australia					
94	Acacia crassicarpa																					Australia					
95	Acacia crassicarpa																					Australia/PNG (tropical)					
96	Acacia crassicarpa																					Australia/PNG (tropical)					
97	Acacia dealbata																					South America (extratropical)					
98	Acacia dealbata																					Australia					
99	Acacia dealbata																					Australia					
100	Acacia dealbata																					Australia/PNG (tropical)					
101	Acacia decurrens																					Australia/PNG (tropical)					
102	Acacia decurrens																					Australia/PNG (tropical)					
103	Acacia decurrens																					China					
104	Acacia decurrens																					China					
105	Acacia dictyophleba																					Australia					
106	Acacia difficilis																					Australia					
107	Acacia difficilis																					Australia					
108	Acacia doratoxylon																					Australia/PNG (tropical)					
109	Acacia elata																					South-East Asia (tropical)					
110	Acacia erioloba																					Africa (extratropical)					
111	Acacia eriopoda																					Australia					
112	Acacia excelsa																					Australia/PNG (tropical)					
113	Acacia excelsa																					Australia/PNG (tropical)					
114	Acacia fasciculifera																					Australia/PNG (tropical)					
115	Acacia ferruginea																					India					
116	Acacia furcatispina																					South America (extratropical)					
117	Acacia galpinii																					Africa (extratropical)					
118	Acacia georginae																					Australia/PNG (tropical)					
119	Acacia gerrardii																					Africa (extratropical)					
120	Acacia glaucocarpa																					Australia/PNG (tropical)					
121	Acacia goetzei																					Africa (extratropical)					
122	Acacia grasbyi																					Australia					
123	Acacia grasbyi																					Australia					
124	Acacia grasbyi																					Australia					
125	Acacia harpophylla																					Australia					
126	Acacia harpophylla																					Australia					
127	Acacia harpophylla																					Australia/PNG (tropical)					
128	Acacia harpophylla																					Australia/PNG (tropical)					
129	Acacia hemignosta																					Australia					
130	Acacia hemsleyi																					Australia					
131	Acacia hindsii																					Mexico					
132	Acacia holosericea																					Africa (tropical)					
133	Acacia implexa																					Australia/PNG (tropical)					
134	Acacia implexa																					Australia/PNG (tropical)					
135	Acacia irrorata																					Australia/PNG (tropical)					
136	Acacia jennerae																					Australia					
137	Acacia karroo																					Africa (extratropical)					
138	Acacia laccata																					Australia					
139	Acacia lasiocalyx																					Australia					
140	Acacia leucophloea																					Australia					
141	Acacia longifolia																					Australia					
142	Acacia maconochieana																					Australia					
143	Acacia maconochieana																					Australia					
144	Acacia macracantha																					South America (tropical)					
145	Acacia maidenii																					Australia/PNG (tropical)					
146	Acacia mangium																					Australia/PNG (tropical)					
147	Acacia mangium																					Australia/PNG (tropical)					
148	Acacia mangium																					Australia/PNG (tropical)					
149	Acacia mangium																					Australia/PNG (tropical)					
150	Acacia mangium																					Australia/PNG (tropical)					
151	Acacia mangium																					Australia/PNG (tropical)					
152	Acacia mangium																					Australia/PNG (tropical)					
153	Acacia mayana																					Mexico					
154	Acacia mearnsii																					Australia/PNG (tropical)					
155	Acacia mearnsii																					Australia/PNG (tropical)					
156	Acacia mearnsii																					Australia/PNG (tropical)					
157	Acacia melanoxylon																					South America (extratropical)					
158	Acacia melanoxylon																					Australia					
159	Acacia melanoxylon																					Oceania					
160	Acacia melanoxylon																					Oceania					
161	Acacia melanoxylon																					Australia					
162	Acacia melanoxylon																					Australia					
163	Acacia melanoxylon																					Australia					
164	Acacia melanoxylon																					Australia/PNG (tropical)					
165	Acacia mellifera																					Africa (extratropical)					
166	Acacia modesta																					India					
167	Acacia murrayana																					Australia					
168	Acacia nilotica																					Australia					
169	Acacia nilotica																					Australia					
170	Acacia nilotica																					Australia					
171	Acacia omalophylla																					Australia/PNG (tropical)					
172	Acacia omalophylla																					Australia/PNG (tropical)					
173	Acacia oraria																					Australia/PNG (tropical)					
174	Acacia oshanesii																					Australia/PNG (tropical)					
175	Acacia oshanesii																					Australia/PNG (tropical)					
176	Acacia oswaldii																					Australia					
177	Acacia pachycarpa																					Australia					
178	Acacia pallidifolia																					Australia					
179	Acacia papyrocarpa																					Australia					
180	Acacia papyrocarpa																					Australia					
181	Acacia papyrocarpa																					Australia					
182	Acacia pellita																					Australia					
183	Acacia pendula																					Australia/PNG (tropical)					
184	Acacia penninervis																					Australia					
185	Acacia penninervis																					Australia					
186	Acacia peuce																					Australia/PNG (tropical)					
187	Acacia podalyriifolia																					Australia					
188	Acacia polyacantha																					Australia					
189	Acacia polyacantha																					Australia					
190	Acacia polyphylla																					South America (tropical)					
191	Acacia polyphylla																					South America (tropical)					
192	Acacia polyphylla																					South America (tropical)					
193	Acacia polyphylla																					South America (tropical)					
194	Acacia praecox																					South America (extratropical)					
195	Acacia pruinocarpa																					Australia					
196	Acacia pruinocarpa																					Australia					
197	Acacia pubescens																					Australia					
198	Acacia pubescens																					Australia					
199	Acacia pubescens																					Australia					
200	Acacia quadrimarginea																					Australia					
201	Acacia ramulosa																					Australia					
202	Acacia resinimarginea																					Australia					
203	Acacia rhodoxylon																					Australia/PNG (tropical)					
204	Acacia richii																					South America (tropical)					
205	Acacia robusta																					Africa (extratropical)					
206	Acacia salicina																					Australia/PNG (tropical)					
207	Acacia sclerosperma																					Australia					
208	Acacia shirleyi																					Australia/PNG (tropical)					
209	Acacia shirleyi																					Australia					
210	Acacia shirleyi																					Australia/PNG (tropical)					
211	Acacia shirleyi																					Australia					
212	Acacia sibilans																					Australia					
213	Acacia spectabilis																					Australia/PNG (tropical)					
214	Acacia stenophylla																					Australia					
215	Acacia stenophylla																					Australia/PNG (tropical)					
216	Acacia stenophylla																					Australia					
217	Acacia stipuligera																					Australia					
218	Acacia subtessarogona																					Australia					
219	Acacia suma																					India					
220	Acacia tenuifolia																					South America (tropical)					
221	Acacia tetragonophylla																					Australia					
222	Acacia tetragonophylla																					Australia					
223	Acacia tomentosa																					South-East Asia (tropical)					
224	Acacia trinervata																					Australia/PNG (tropical)					
225	Acacia tucumanensis																					South America (tropical)					
226	Acacia victoriae																					Australia					
227	Acacia visco																					South America (extratropical)					
228	Acacia xanthophloea																					Africa (extratropical)					
229	Acacia xiphophylla																					Australia					
230	Acalypha caturus																					South-East Asia (tropical)					
231	Acanthosyris falcata																					South America (extratropical)					
232	Acanthosyris falcata																					South America (extratropical)					
233	Acanthosyris glabrata																					South America (tropical)					
234	Acca sellowiana																					South America (extratropical)					
235	Acer buergerianum																					China					
236	Acer caesium																					India					
237	Acer campbellii																					India					
238	Acer campestre																					Europe					
239	Acer catalpifolium																					South-East Asia					
240	Acer cultratum																					South-East Asia					
241	Acer davidii																					China					
242	Acer davidii																					China					
243	Acer decandrum																					China					
244	Acer decandrum																					China					
245	Acer decandrum																					China					
246	Acer decandrum																					China					
247	Acer decandrum																					China					
248	Acer laurinum																					South-East Asia (tropical)					
249	Acer macrophyllum																					NorthAmerica					
250	Acer mandshuricum																					China					
251	Acer mono																					China					
252	Acer mono																					China					
253	Acer mono																					China					
254	Acer mono																					China					
255	Acer negundo																					NorthAmerica					
256	Acer nigrum																					NorthAmerica					
257	Acer niveum																					South-East Asia (tropical)					
258	Acer oblongum																					India					
259	Acer pennsylvanicum																					NorthAmerica					
260	Acer pensylvanicum																					NorthAmerica					
261	Acer pictum																					India					
262	Acer platanoides																					Europe					
263	Acer platanoides																					Europe					
264	Acer pseudoplatanus																					Europe					
265	Acer pseudoplatanus																					Europe					
266	Acer rubrum																					NorthAmerica					
267	Acer saccharinum																					NorthAmerica					
268	Acer saccharum																					NorthAmerica					
269	Acer sterculiaceum																					India					
270	Acer truncatum																					China					
271	Aceratium concinnum																					Australia/PNG (tropical)					
272	Aceratium concinnum																					Australia/PNG (tropical)					
273	Aceratium doggrellii																					Australia/PNG (tropical)					
274	Aceratium megalospermum																					Australia/PNG (tropical)					
275	Aceratium megalospermum																					Australia/PNG (tropical)					
276	Aceratium sericeum																					South-East Asia (tropical)					
277	Acioa edulis																					South America (tropical)					
278	Acioa guianensis																					South America (tropical)					
279	Acmanthera latifolia																					South America (tropical)					
280	Acmena acuminatissima																					South-East Asia (tropical)					
281	Acmena graveolens																					Australia/PNG (tropical)					
282	Acmena graveolens																					Australia/PNG (tropical)					
283	Acmena hemilampra																					Australia/PNG (tropical)					
284	Acmena ingens																					Australia/PNG (tropical)					
285	Acmena ingens																					Australia/PNG (tropical)					
286	Acmena ingens																					Australia/PNG (tropical)					
287	Acmena macrocarpa																					Australia/PNG (tropical)					
288	Acmena resa																					Australia/PNG (tropical)					
289	Acmena smithii																					Australia					
290	Acmena smithii																					Australia/PNG (tropical)					
291	Acmena smithii																					Australia/PNG (tropical)					
292	Acmena smithii																					Australia/PNG (tropical)					
293	Acmena smithii																					Australia/PNG (tropical)					
294	Acmena smithii																					Australia/PNG (tropical)					
295	Acmenosperma claviflorum																					Australia/PNG (tropical)					
296	Acokanthera oppositifolia																					Africa (extratropical)					
297	Acosmium dasycarpum																					South America (extratropical)					
298	Acosmium nitens																					South America (tropical)					
299	Acosmium nitens																					South America (tropical)					
300	Acosmium nitens																					South America (tropical)					
301	Acosmium panamense																					South America (tropical)					
302	Acosmium praeclarum																					South America (tropical)					
303	Acradenia euodiiformis																					Australia/PNG (tropical)					
304	Acradenia euodiiformis																					Australia/PNG (tropical)					
305	Acradenia frankliniae																					Australia					
306	Acrocarpus fraxinifolius																					India					
307	Acrocarpus fraxinifolius																					South-East Asia (tropical)					
308	Acronychia acidula																					Australia/PNG (tropical)					
309	Acronychia acronychioides																					Australia/PNG (tropical)					
310	Acronychia goniocarpa																					South-East Asia (tropical)					
311	Acronychia haplophylla																					Australia/PNG (tropical)					
312	Acronychia haplophylla																					Australia/PNG (tropical)					
313	Acronychia laevis																					Australia/PNG (tropical)					
314	Acronychia laevis																					Australia/PNG (tropical)					
315	Acronychia melicopoides																					Australia/PNG (tropical)					
316	Acronychia octandra																					Australia/PNG (tropical)					
317	Acronychia octandra																					Australia/PNG (tropical)					
318	Acronychia oligophlebia																					South-East Asia (tropical)					
319	Acronychia pedunculata																					China					
320	Acronychia pedunculata																					South-East Asia (tropical)					
321	Acronychia pedunculata																					China					
322	Acronychia porteri																					South-East Asia (tropical)					
323	Acronychia pullei																					South-East Asia (tropical)					
324	Acronychia trifoliolata																					South-East Asia (tropical)					
325	Acronychia vestita																					Australia/PNG (tropical)					
326	Acronychia vestita																					Australia/PNG (tropical)					
327	Acronychia vestita																					Australia/PNG (tropical)					
328	Acronychia wilcoxiana																					Australia/PNG (tropical)					
329	Actinodaphne borneensis																					South-East Asia (tropical)					
330	Actinodaphne glabra																					South-East Asia (tropical)					
331	Actinodaphne glomerata																					South-East Asia (tropical)					
332	Actinodaphne maingayi																					South-East Asia (tropical)					
333	Actinodaphne malaccensis																					South-East Asia (tropical)					
334	Actinodaphne procera																					South-East Asia (tropical)					
335	Actinodaphne sesquipedalis																					South-East Asia (tropical)					
336	Actinodaphne sphaerocarpa																					South-East Asia (tropical)					
337	Actinostemon lanceolatus																					South America (extratropical)					
338	Adansonia digitata																					Africa (tropical)					
339	Adelia oaxacana																					Mexico					
340	Adelia triloba																					Central America (tropical)					
341	Adenanthera bicolor																					South-East Asia (tropical)					
342	Adenanthera intermedia																					South-East Asia (tropical)					
343	Adenanthera microsperma																					South-East Asia (tropical)					
344	Adenanthera pavonina																					South-East Asia (tropical)					
345	Adenanthera pavonina																					China					
346	Adenanthera pavonina																					China					
347	Adenanthera pavonina																					South-East Asia (tropical)					
348	Adenanthera pavonina																					India					
349	Adenanthera pavonina																					South-East Asia (tropical)					
350	Adenanthera pavonina																					China					
351	Adenanthera pavonina																					China					
352	Adenanthera pavonina																					Australia/PNG (tropical)					
353	Adenanthera tamarindifolia																					South-East Asia (tropical)					
354	Adenostoma fasciculatum																					NorthAmerica					
355	Adina cordifolia																					India					
356	Adina globiflora																					China					
357	Adina microcephala																					South-East Asia					
358	Adina pilulifera																					China					
359	Adina pilulifera																					China					
360	Adina polycephala																					South-East Asia (tropical)					
361	Adina polycephala																					South-East Asia (tropical)					
362	Adina rubescens																					South-East Asia (tropical)					
363	Adina sessilifolia																					South-East Asia (tropical)					
364	Adinandra acuminata																					South-East Asia (tropical)					
365	Adinandra acutifolia																					China					
366	Adinandra acutifolia																					China					
367	Adinandra borneensis																					South-East Asia (tropical)					
368	Adinandra collina																					South-East Asia (tropical)					
369	Adinandra collina																					South-East Asia (tropical)					
370	Adinandra cordifolia																					South-East Asia (tropical)					
371	Adinandra dasyantha																					South-East Asia (tropical)					
372	Adinandra dumosa																					South-East Asia (tropical)					
373	Adinandra dumosa																					South-East Asia (tropical)					
374	Adinandra forbesii																					South-East Asia (tropical)					
375	Adinandra hainanensis																					China					
376	Adinandra integerrima																					South-East Asia (tropical)					
377	Adinandra javanica																					South-East Asia (tropical)					
378	Adinandra lamponga																					South-East Asia (tropical)					
379	Adinandra maculosa																					South-East Asia (tropical)					
380	Adinandra millettii																					China					
381	Adinandra polyneura																					South-East Asia (tropical)					
382	Adinandra rantepaoensis																					South-East Asia (tropical)					
383	Adinandra sarosanthera																					South-East Asia (tropical)					
384	Adinandra subauriculata																					South-East Asia (tropical)					
385	Adinandra subunguiculata																					South-East Asia (tropical)					
386	Adinauclea fagifolia																					South-East Asia (tropical)					
387	Adiscanthus fusciflorus																					South America (tropical)					
388	Aegiceras corniculatum																					South-East Asia (tropical)					
389	Aegiceras floridum																					South-East Asia (tropical)					
390	Aegiphila integrifolia																					South America (tropical)					
391	Aegiphila intermedia																					South America (tropical)					
392	Aegiphila klotzkiana																					South America (extratropical)					
393	Aegle marmelos																					India					
394	Aegle marmelos																					South-East Asia (tropical)					
395	Aesculus chinensis																					South-East Asia (tropical)					
396	Aesculus flava																					NorthAmerica					
397	Aesculus hippocastanum																					Europe					
398	Aesculus indica																					India					
399	Aesculus octandra																					NorthAmerica					
400	Aesculus turbinata																					South-East Asia					
401	Aetoxylon sympetalum																					South-East Asia (tropical)					
402	Afrocrania volkensii																					Africa (extratropical)					
403	Afrocrania volkensii																					Africa (extratropical)					
404	Afzelia africana																					Africa (tropical)					
405	Afzelia africana																					Africa (tropical)					
406	Afzelia africana																					Africa (tropical)					
407	Afzelia africana																					Africa (tropical)					
408	Afzelia africana																					Africa (tropical)					
409	Afzelia africana																					Africa (tropical)					
410	Afzelia africana																					Africa (tropical)					
411	Afzelia africana																					Africa (tropical)					
412	Afzelia africana																					Africa (tropical)					
413	Afzelia africana																					Africa (tropical)					
414	Afzelia africana																					Africa (tropical)					
415	Afzelia africana																					Africa (tropical)					
416	Afzelia africana																					Africa (tropical)					
417	Afzelia africana																					Africa (tropical)					
418	Afzelia bella																					Africa (tropical)					
419	Afzelia bipindensis																					Africa (tropical)					
420	Afzelia bipindensis																					Africa (tropical)					
421	Afzelia bipindensis																					Africa (tropical)					
422	Afzelia bipindensis																					Africa (tropical)					
423	Afzelia bipindensis																					Africa (tropical)					
424	Afzelia bipindensis																					Africa (tropical)					
425	Afzelia bipindensis																					Africa (tropical)					
426	Afzelia bipindensis																					Africa (tropical)					
427	Afzelia bipindensis																					Africa (tropical)					
428	Afzelia bipindensis																					Africa (tropical)					
429	Afzelia bipindensis																					Africa (tropical)					
430	Afzelia bracteata																					Africa (tropical)					
433	Afzelia javanica																					South-East Asia (tropical)					
434	Afzelia javanica																					South-East Asia (tropical)					
435	Afzelia javanica																					South-East Asia (tropical)					
436	Afzelia pachyloba																					Africa (tropical)					
437	Afzelia pachyloba																					Africa (tropical)					
438	Afzelia pachyloba																					Africa (tropical)					
439	Afzelia pachyloba																					Africa (tropical)					
440	Afzelia pachyloba																					Africa (tropical)					
441	Afzelia pachyloba																					Africa (tropical)					
442	Afzelia pachyloba																					Africa (tropical)					
443	Afzelia pachyloba																					Africa (tropical)					
444	Afzelia pachyloba																					Africa (tropical)					
445	Afzelia parviflora																					Africa (tropical)					
446	Afzelia quanzensis																					Africa (tropical)					
447	Afzelia quanzensis																					Africa (tropical)					
448	Afzelia quanzensis																					Africa (tropical)					
449	Afzelia quanzensis																					Africa (tropical)					
450	Afzelia rhomboidea																					South-East Asia (tropical)					
451	Agathis alba																					South-East Asia (tropical)					
452	Agathis atropurpurea																					Australia/PNG (tropical)					
453	Agathis australis																					South-East Asia					
454	Agathis borneensis																					South-East Asia (tropical)					
455	Agathis borneensis																					South-East Asia (tropical)					
456	Agathis borneensis																					South-East Asia (tropical)					
457	Agathis dammara																					South-East Asia (tropical)					
458	Agathis dammara																					Australia/PNG (tropical)					
459	Agathis labillardieri																					South-East Asia (tropical)					
460	Agathis microstachya																					Australia/PNG (tropical)					
461	Agathis microstachya																					Australia/PNG (tropical)					
462	Agathis philippinensis																					South-East Asia (tropical)					
463	Agathis robusta																					Australia/PNG (tropical)					
464	Agathis robusta																					Australia					
465	Agathis robusta																					Australia/PNG (tropical)					
466	Agathis robusta																					Australia/PNG (tropical)					
467	Agathis robusta																					Australia/PNG (tropical)					
468	Agathis vitiensis																					Oceania					
469	Aglaia agglomerata																					South-East Asia (tropical)					
470	Aglaia argentea																					South-East Asia (tropical)					
471	Aglaia argentea																					South-East Asia (tropical)					
472	Aglaia argentea																					South-East Asia (tropical)					
473	Aglaia argentea																					South-East Asia (tropical)					
474	Aglaia aspera																					South-East Asia (tropical)					
475	Aglaia cordata																					South-East Asia (tropical)					
476	Aglaia cucullata																					South-East Asia (tropical)					
477	Aglaia cucullata																					South-East Asia (tropical)					
478	Aglaia cucullata																					Australia/PNG (tropical)					
479	Aglaia dasyclada																					China					
480	Aglaia dasyclada																					South-East Asia (tropical)					
481	Aglaia dasyclada																					China					
482	Aglaia edulis																					South-East Asia (tropical)					
483	Aglaia elaeagnoidea																					South-East Asia (tropical)					
484	Aglaia elliptica																					South-East Asia (tropical)					
485	Aglaia exstipulata																					South-East Asia (tropical)					
486	Aglaia forbesii																					South-East Asia (tropical)					
487	Aglaia grandis																					South-East Asia (tropical)					
488	Aglaia griffithii																					South-East Asia (tropical)					
489	Aglaia hiernii																					India					
491	Aglaia lanceolata																					South-East Asia (tropical)					
492	Aglaia lawii																					South-East Asia (tropical)					
493	Aglaia lawii																					South-East Asia (tropical)					
494	Aglaia leptantha																					South-East Asia (tropical)					
495	Aglaia leucophylla																					South-East Asia (tropical)					
496	Aglaia luzoniensis																					South-East Asia (tropical)					
497	Aglaia macrocarpa																					South-East Asia (tropical)					
498	Aglaia maingayi																					South-East Asia (tropical)					
499	Aglaia malaccensis																					South-East Asia (tropical)					
500	Aglaia malaccensis																					South-East Asia (tropical)					
501	Aglaia merostela																					South-East Asia (tropical)					
502	Aglaia multinervis																					South-East Asia (tropical)					
503	Aglaia nitidula																					Australia/PNG (tropical)					
504	Aglaia odoratissima																					South-East Asia (tropical)					
505	Aglaia odoratissima																					South-East Asia (tropical)					
506	Aglaia pachyphylla																					South-East Asia (tropical)					
507	Aglaia perviridis																					South-East Asia (tropical)					
508	Aglaia ridleyi																					South-East Asia (tropical)					
509	Aglaia roxburghiana																					China					
510	Aglaia roxburghiana																					China					
511	Aglaia rubescens																					South-East Asia (tropical)					
512	Aglaia rubiginosa																					South-East Asia (tropical)					
513	Aglaia rubiginosa																					South-East Asia (tropical)					
514	Aglaia sapindina																					South-East Asia (tropical)					
515	Aglaia silvestris																					South-East Asia (tropical)					
516	Aglaia simplicifolia																					South-East Asia (tropical)					
517	Aglaia spectabilis																					South-East Asia (tropical)					
518	Aglaia spectabilis																					South-East Asia (tropical)					
519	Aglaia subcuprea																					South-East Asia (tropical)					
520	Aglaia tenuicaulis																					South-East Asia (tropical)					
521	Aglaia tomentosa																					South-East Asia (tropical)					
522	Aglaia tomentosa																					South-East Asia (tropical)					
523	Aglaia unifoliolata																					South-East Asia (tropical)					
524	Aglaia wallichii																					South-East Asia (tropical)					
525	Agonandra brasiliensis																					South America (extratropical)					
526	Agonandra brasiliensis																					South America (tropical)					
527	Agonandra brasiliensis																					South America (tropical)					
528	Agonandra brasiliensis																					South America (tropical)					
529	Agonandra silvatica																					South America (tropical)					
530	Agonandra silvatica																					South America (tropical)					
531	Agrostistachys borneensis																					South-East Asia (tropical)					
532	Agrostistachys gaudichaudii																					South-East Asia (tropical)					
533	Aidia micrantha																					Africa (extratropical)					
534	Aidia ochroleuca																					Africa (tropical)					
535	Aidia racemosa																					Australia/PNG (tropical)					
536	Ailanthus altissima																					NorthAmerica					
537	Ailanthus altissima																					China					
538	Ailanthus altissima																					China					
539	Ailanthus altissima																					China					
540	Ailanthus altissima																					China					
541	Ailanthus altissima																					Africa (extratropical)					
542	Ailanthus excelsa																					India					
543	Ailanthus integrifolia																					South-East Asia (tropical)					
544	Ailanthus integrifolia																					South-East Asia (tropical)					
545	Ailanthus peekelii																					Australia/PNG (tropical)					
546	Ailanthus triphysa																					Australia/PNG (tropical)					
547	Ailanthus triphysa																					Australia/PNG (tropical)					
548	Ailanthus triphysa																					Australia/PNG (tropical)					
549	Ailanthus triphysa																					Australia/PNG (tropical)					
550	Ailanthus triphysa																					South-East Asia (tropical)					
551	Aiouea impressa																					South America (tropical)					
552	Aistopetalum viticoides																					South-East Asia (tropical)					
553	Akania bidwillii																					Australia/PNG (tropical)					
554	Akania bidwillii																					Australia/PNG (tropical)					
555	Alangium chinense																					China					
556	Alangium chinense																					China					
557	Alangium chinense																					Africa (tropical)					
558	Alangium griffithii																					South-East Asia (tropical)					
559	Alangium javanicum																					South-East Asia (tropical)					
560	Alangium javanicum																					South-East Asia (tropical)					
561	Alangium kurzii																					South-East Asia (tropical)					
562	Alangium longiflorum																					South-East Asia (tropical)					
563	Alangium maliliense																					South-East Asia (tropical)					
564	Alangium nobile																					South-East Asia (tropical)					
565	Alangium nobile																					South-East Asia (tropical)					
566	Alangium ridleyi																					South-East Asia (tropical)					
567	Alangium ridleyi																					South-East Asia (tropical)					
568	Alangium salviifolium																					India					
569	Alangium villosum																					Australia/PNG (tropical)					
570	Alangium villosum																					Australia/PNG (tropical)					
571	Alangium villosum																					South-East Asia (tropical)					
572	Alangium villosum																					South-East Asia (tropical)					
573	Alangium villosum																					South-East Asia (tropical)					
574	Alangium villosum																					South-East Asia (tropical)					
575	Albizia acle																					South-East Asia (tropical)					
576	Albizia adianthifolia																					Africa (tropical)					
577	Albizia adianthifolia																					Africa (tropical)					
578	Albizia adianthifolia																					Africa (tropical)					
579	Albizia adianthifolia																					Africa (tropical)					
580	Albizia adianthifolia																					Africa (tropical)					
581	Albizia adianthifolia																					Africa (tropical)					
582	Albizia adianthifolia																					Africa (tropical)					
583	Albizia adianthifolia																					Madagascar					
584	Albizia amara																					India					
585	Albizia amara																					Africa (extratropical)					
586	Albizia antunesiana																					Africa (extratropical)					
587	Albizia antunesiana																					Africa (extratropical)					
588	Albizia brevifolia																					Africa (extratropical)					
589	Albizia chinensis																					South-East Asia (tropical)					
590	Albizia coriaria																					Africa (extratropical)					
591	Albizia dinklagei																					Africa (tropical)					
592	Albizia falcata																					China					
593	Albizia falcata																					China					
594	Albizia falcata																					South-East Asia (tropical)					
595	Albizia falcata																					China					
596	Albizia falcataria																					Australia/PNG (tropical)					
597	Albizia ferruginea																					Africa (tropical)					
598	Albizia ferruginea																					Africa (tropical)					
599	Albizia ferruginea																					Africa (tropical)					
600	Albizia ferruginea																					Africa (tropical)					
601	Albizia ferruginea																					Africa (tropical)					
602	Albizia ferruginea																					Africa (tropical)					
603	Albizia ferruginea																					Africa (tropical)					
604	Albizia ferruginea																					Africa (tropical)					
605	Albizia ferruginea																					Africa (tropical)					
606	Albizia glaberrima																					Africa (tropical)					
607	Albizia glaberrima																					South-East Asia (tropical)					
608	Albizia grandibracteata																					Africa (tropical)					
609	Albizia guachapele																					South America (tropical)					
610	Albizia guachapele																					Central America (tropical)					
611	Albizia guachapele																					South America (tropical)					
612	Albizia guachapele																					South America (tropical)					
613	Albizia gummifera																					Africa (tropical)					
614	Albizia gummifera																					Africa (extratropical)					
615	Albizia gummifera																					Africa (extratropical)					
616	Albizia gummifera																					Africa (extratropical)					
617	Albizia gummifera																					Africa (extratropical)					
618	Albizia gummifera																					Africa (extratropical)					
619	Albizia gummifera																					Africa (extratropical)					
625	Albizia inundata																					South America (extratropical)					
